seller_operator_age_normalized,seller_cumsum_TEU_normalized,seller_lat,seller_lon,buyer_operator_age_normalized,buyer_cumsum_TEU_normalized,buyer_lat,buyer_lon
0.8823529411764706,0.33243705699957005,51.5,-0.1666667,1.0e-6,1.0e-6,38.0,23.73333
0.29411764705882354,0.00017449704237701427,37.5,127.0,0.6470588235294118,0.35879553916650025,55.66667,12.58333
1.0,0.07644302339058756,51.5,-0.1666667,0.8823529411764706,0.7451940467314564,55.66667,12.58333
1.0,0.001478353021335709,13.73333,100.5,1.0,1.0,55.66667,12.58333
1.0,0.15235925836385905,52.35,4.9,1.0,0.34511226652522653,52.533,13.417
