"","id","year","ship_name","route_order","port_name","original_port_name"
"1400","8",2012,NA,21,"Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Ishikariwan Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata, Shibushi","Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Ishikariwan Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata, Shibushi"
"1401","10",2014,NA,21,"Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Ishikariwan Shinko, Tsuruga, Maizuru, Iyomishima, Mizushima, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata, Shibushi, Yatsushiro","Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Ishikariwan Shinko, Tsuruga, Maizuru, Iyomishima, Mizushima, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata, Shibushi, Yatsushiro"
"1402","11",2015,NA,21,"Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Tsuruga, Maizuru, Iyomishima, Kochi, Takamatsu, Mizushima, Matsuyama, Imabari, Iwakuni, Otake, Hiroshima, Fukuyama, Shimonoseki, Moji, Hibiki, Nagasaki, Tokuyama, Hososhima, Hakata, Shibushi, Yatsushiro","Niigata, Naoetsu, Toyama Shinko, Akita, Sakaiminato, Kanazawa, Tomakomai, Tsuruga, Maizuru, Iyomishima, Kochi, Takamatsu, Mizushima, Matsuyama, Imabari, Iwakuni, Otake, Hiroshima, Fukuyama, Shimonoseki, Moji, Hibiki, Nagasaki, Tokuyama, Hososhima, Hakata, Shibushi, Yatsushiro"
"1403","7",2011,NA,21,"Niigata, Naoetsu, Toyama Shinko, Tomakomai, Ishikariwan Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata","Niigata, Naoetsu, Toyama Shinko, Tomakomai, Ishikariwan Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata"
"1404","4",2008,NA,21,"Niigata, Naoetsu, Toyama Shinko, Tsuruga","Niigata, Naoetsu, Toyama Shinko, Tsuruga"
"1405","5",2009,NA,21,"Niigata, Naoetsu, Toyama Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima","Niigata, Naoetsu, Toyama Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima"
"1406","6",2010,NA,21,"Niigata, Naoetsu, Toyama Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata","Niigata, Naoetsu, Toyama Shinko, Tsuruga, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata"
"1407","7",2011,NA,21,"Niigata, Naoetsu, Toyama Shinko, Tsuruga, Tomakomai, Ishikariwan Shinko, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata","Niigata, Naoetsu, Toyama Shinko, Tsuruga, Tomakomai, Ishikariwan Shinko, Iyomishima, Mizushima, Otake, Matsuyama, Imabari, Iwakuni, Hiroshima, Shimonoseki, Moji, Hibiki, Tokuyama, Hososhima, Hakata"
"1408","8",2012,NA,21,"Niigata, Tomakomai, Hachinohe","Niigata, Tomakomai, Hachinohe"
"1409","3",2007,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai","Niigata, Tomakomai, Hachinohe, Sendai"
"1410","15",2019,NA,26,"Niigata, Tomakomai, Hachinohe, Sendai, Onahama","(Local Ports): Niigata, Tomakomai, Hachinohe, Sendai, Onahama"
"1411","6",2010,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Iwakuni, Oita, Hososhima, Moji, Hakata, Aburatsu, Iyomishima, Imabari, Matsuyama","Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Iwakuni, Oita, Hososhima, Moji, Hakata, Aburatsu, Iyomishima, Imabari, Matsuyama"
"1412","4",2008,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Iwakuni, Oita, Hososhima, Nakanoseki, Moji, Hakata, Aburatsu, Iyomishima","Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Iwakuni, Oita, Hososhima, Nakanoseki, Moji, Hakata, Aburatsu, Iyomishima"
"1413","7",2011,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Oita, Hososhima, Moji, Hakata, Aburatsu, Iyomishima, Imabari, Matsuyama","Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Hitachinaka, Shimizu, Oita, Hososhima, Moji, Hakata, Aburatsu, Iyomishima, Imabari, Matsuyama"
"1414","14",2018,NA,26,"Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Sakata","(Local Ports): Niigata, Tomakomai, Hachinohe, Sendai, Onahama, Sakata"
"1415","8",2012,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai, Shimizu, Moji, Hakata","Niigata, Tomakomai, Hachinohe, Sendai, Shimizu, Moji, Hakata"
"1416","9",2013,NA,21,"Niigata, Tomakomai, Hachinohe, Sendai, Shimizu, Onahama, Hitachinaka, Moji, Hakata","Niigata, Tomakomai, Hachinohe, Sendai, Shimizu, Onahama, Hitachinaka, Moji, Hakata"
"1417","10",2014,NA,21,"Niigata, Tomakomai, Kushiro, Hachinohe, Sendai","Niigata, Tomakomai, Kushiro, Hachinohe, Sendai"
"1418","15",2019,NA,23,"Niigata, Toyama Shinko, Kanazawa","(BNX): Niigata, Toyama Shinko, Kanazawa"
"1419","10",2014,NA,29,"Niigata, Toyama Shinko, Kanazawa, Tsuruga","(NKS): Niigata, Toyama Shinko, Kanazawa, Tsuruga"
"1420","10",2014,NA,21,"Niigata, Toyama Shinko, Kanazawa, Tsuruga,","Niigata, Toyama Shinko, Kanazawa, Tsuruga,"
"1421","13",2017,NA,22,"Niigata, Toyama Shinko, Otaru, Maizuru","Niigata, Toyama Shinko, Otaru, Maizuru"
"1422","11",2015,NA,28,"Niigata, Toyama Shinkou, Kanazawa, Tsuruga","(NKS): Niigata, Toyama Shinkou, Kanazawa, Tsuruga"
"1423","4",2008,NA,23,"Niigata1}","Niigata(Wed)[-1}"
"1424","1",2005,"EVER GAINING",39,"Nimgbo","Nimgbo(Tue/Wed)"
"1425","1",2005,"COSCO LONG BEACH",21,"Ninbo","Ninbo(Thu)"
"1426","1",2005,"AKASHI BRIDGE",21,"Ningbo","Ningbo(Tue/Wed)[0]"
"1427","10",2014,"HANJIN CALIFORNIA",28,"Ningbo  Evergreen Vessels = Wed HanjinVessels = Thu Evergreen Vessels = Fri HanjinVessels = FriSat","Ningbo(Wed)     %*Evergreen Vessels = Wed    %*HanjinVessels = Thu    **Evergreen Vessels = Fri    **HanjinVessels = Fri/Sat"
"1428","7",2011,NA,25,"Ningbo  Only the HeungA ship is a port call and service.","Ningbo(Sun/Mon)   * Only the Heung-A ship is a port call and service."
"1429","18",2022,"CCNI ARAUCO",31,"Ningbo 1 week anchorage","Ningbo(Thu/Fri)   *1 week anchorage"
"1430","16",2020,"A VESSEL",28,"Ningbo Calling fortnightly.","Ningbo(Tue/Wed)   *Calling fortnightly."
"1431","6",2010,NA,21,"Ningbo,","(1)Ningbo,"
"1432","4",2008,NA,22,"Ningbo, Busan","(1)Ningbo, (2)Busan"
"1433","12",2016,NA,23,"Ningbo, Busan, Yokohama","(Andes Express Service): (2)Ningbo, (3)Busan, Yokohama"
"1434","4",2008,NA,21,"Ningbo, Chiwan","(1)Ningbo, (2)Chiwan"
"1435","5",2009,NA,21,"Ningbo, Hongkong","(1)Ningbo, (2)Hongkong"
"1436","4",2008,NA,22,"Ningbo, Jebel Ali","(1)Ningbo, (2)Jebel Ali"
"1437","1",2005,NA,22,"Ningbo, Shanghai","Ningbo, (1)Shanghai"
"1438","10",2014,NA,23,"Ningbo, Shanghai North Japan Service  Shimizu, Hitachinaka, Sendai, Onahama","Ningbo, Shanghai North Japan Service 3: Shimizu, Hitachinaka, Sendai, Onahama"
"1439","14",2018,NA,28,"Ningbo, Shanghai, Dalian, Qingdao","Ningbo, Shanghai, Dalian, Qingdao"
"1440","3",2007,NA,26,"Ningbo, Shanghai, Qingdao","Ningbo, (1)Shanghai, Qingdao"
"1441","13",2017,NA,38,"Ningbo, Shanghai, Xiamen","Ningbo, Shanghai, Xiamen"
"1442","13",2017,NA,28,"Ningbo, Shanghai, Xingang, Dalian, Qingdao","Ningbo, Shanghai, Xingang, Dalian, Qingdao"
"1443","11",2015,NA,26,"Ningbo, Shanghai, Yantian, Hongkong","Ningbo, Shanghai, Yantian, (2)Hongkong"
"1444","15",2019,NA,21,"Ningbo, Singapore","(1)Ningbo, (2)Singapore"
"1445","12",2016,NA,22,"Ningbo, Sydney","(1)Ningbo, (2)Sydney"
"1446","8",2012,NA,22,"Ningbo, Tanjung Pelepas","(1)Ningbo, (2)(3)(4)Tanjung Pelepas"
"1447","16",2020,NA,32,"Ningbo, Wenzhou, Hongkong","(4)Ningbo, Wenzhou, (3)Hongkong"
"1448","2",2006,NA,32,"Ningbo, Xiamen","Ningbo, Xiamen"
"1449","6",2010,NA,24,"Ningbo10","Ningbo(Sat)[-10]"
"1450","15",2019,"CAPE CHRONOS",21,"Ningbo11","Ningbo(Sat/Sun)[-11]"
"1451","18",2022,"A.P. MOLLER",24,"Ningbo12","Ningbo(Mon/Tue)[-12]"
"1452","11",2015,NA,21,"NingboShanghaiHongkong","(1)Ningbo/Shanghai/Hongkong"
"1453","13",2017,"NEW MING ZHOU 66",21,"NKK","NKK"
"1454","13",2017,"NEW MING ZHOU 66",30,"NKKY","(NKK): NKKY"
"1455","1",2005,"HANJIN LOS ANGELES",26,"Norfolk","Norfolk(Fri/Sat)[29]"
"1456","3",2007,"CSCL BRISBANE",38,"Norforlk","Norforlk"
"1457","1",2005,"Coral Islander II",38,"Noro","Noro"
"1458","1",2005,NA,21,"North America","North America"
"1459","6",2010,"CMA CGM ALCAZAR",21,"North America East Coast","North America East Coast"
"1460","17",2021,"APL DUBLIN",21,"North America West Coast","North America West Coast"
"1461","5",2009,"ANNA MAERSK",39,"North America

","North America(TP-6)

"
"1462","1",2005,NA,28,"North Europe","North Europe"
"1463","5",2009,"AKINADA BRIDGE",36,"North Europe

","North Europe(PM 1)

"
"1464","1",2005,NA,22,"Nouakchott, Dakar, Banjul, Conakry, Monrovia, Freetown ","#Nouakchott, #Dakar, #Banjul, #Conakry, #Monrovia, #Freetown (via Shanghai/Singapore)"
"1465","1",2005,"Coral Islander II",28,"Noumea","Noumea"
"1466","6",2010,NA,22,"Noumea, Suva","Noumea, Suva"
"1467","5",2009,"A VESSEL",35,"Novorossiysk","Novorossiysk"
"1468","15",2019,"ALS JUVENTUS",21,"NS Loop","N-S Loop"
"1469","15",2019,"NEW MINGZHOU 28",21,"NTY","NTY"
"1470","1",2005,"Coral Islander II",34,"Nukualofa","Nukualofa"
"1471","7",2011,"BASLE EXPRESS",21,"NWX","NWX"
"1472","1",2005,"AGIOS DIMITRIOS I",23,"Oakland","Oakland(Tue/Wed)[14]"
"1473","10",2014,"CMA CGM MEDEA",26,"Oakland22 or 23","*Oakland(Tue or Wed)[22 or 23]"
"1474","8",2012,NA,21,"Oaska, Yokohama","Oaska, Yokohama"
"1475","1",2005,"Taiko",21,"Oceania","Oceania"
"1476","1",2005,"CMA CGM AEGEAN",29,"Odessa","Odessa"
"1477","4",2008,"HEUNG-A JAKARTA",25,"Ofunato","Ofunato(Sat)"
"1478","1",2005,"APL HIBISCUS",26,"Oita","Oita(Sat)"
"1479","1",2005,"MARS",24,"Omaezaki","Omaezaki(Thu)[0]"
"1480","1",2005,NA,23,"Onahama","Onahama(Sat)[-1]"
"1481","15",2019,NA,22,"Onahama, Yokohama, Tokyo, Shimizu, Nagoya, Osaka, Iyomishima, Niigata","Onahama, Yokohama, Tokyo, Shimizu, Nagoya, Osaka, Iyomishima, Niigata"
"1482","17",2021,"HANOVER EXPRESS",22,"ONE","ONE:"
"1483","11",2015,"OSG ADMIRAL",37,"Only the CK ship is a port call and service.","*Only the CK ship is a port call and service."
"1484","8",2012,"A VESSEL",33,"Onne","Onne(Sat/Mon)[49]"
"1485","7",2011,"HUB GALLARDO",24,"Oro Bay","Oro Bay"
"1486","1",2005,"EVER DECENT",21,"Osaka","Osaka(Tue/Wed)[-1]"
"1487","9",2013,"WESTWOOD CASCADE",36,"Osaka  Seattle","Osaka (b) Seattle"
"1488","11",2015,NA,27,"Osaka, Hakata","(PH4): Osaka, Hakata"
"1489","6",2010,NA,27,"Osaka, Hiroshima, Moji, Hakata","(JKS): Osaka, Hiroshima, Moji, Hakata"
"1490","2",2006,NA,23,"Osaka, Kobe","(JTV): Osaka, Kobe"
"1491","1",2005,NA,23,"Osaka, Kobe, Chiba, Yokohama, Tokyo","(KTX 2): Osaka, Kobe, Chiba, Yokohama, Tokyo"
"1492","11",2015,NA,21,"Osaka, Kobe, Fukuyama, Hiroshima, Moji","(JSH): Osaka, Kobe, Fukuyama, Hiroshima, Moji"
"1493","7",2011,NA,21,"Osaka, Kobe, Hakata","Osaka, Kobe, Hakata"
"1494","9",2013,NA,23,"Osaka, Kobe, Hakata, Moji, Tokuyama","(JST): Osaka, Kobe, Hakata, Moji, Tokuyama"
"1495","10",2014,NA,25,"Osaka, Kobe, Hibiki, Hakata","(JT2): Osaka, Kobe, Hibiki, Hakata"
"1496","3",2007,NA,21,"Osaka, Kobe, Hiroshima, Hibiki","Osaka, Kobe, Hiroshima, Hibiki"
"1497","9",2013,NA,21,"Osaka, Kobe, Hiroshima,Moji, Hakata","Osaka, Kobe, Hiroshima,Moji, Hakata"
"1498","17",2021,NA,40,"Osaka, Kobe, Iwakuni, Hakata","Osaka, Kobe, Iwakuni, Hakata"
"1499","15",2019,NA,35,"Osaka, Kobe, Iwakuni, Moji","(NSA): Osaka, Kobe, Iwakuni, Moji"
"1500","4",2008,NA,21,"Osaka, Kobe, Iwakuni, Moji, Hakata","Osaka, Kobe, Iwakuni, Moji, Hakata"
"1501","4",2008,NA,23,"Osaka, Kobe, Kawasaki, Tokyo, Yokohama","(KTX 2): Osaka, Kobe, Kawasaki, Tokyo, Yokohama"
"1502","12",2016,NA,23,"Osaka, Kobe, Matsuyama","(S7): Osaka, Kobe, Matsuyama"
"1503","12",2016,NA,23,"Osaka, Kobe, Mizushima, Fukuyama, Hiroshima, Takamatsu, Tokushima, Matsuyama, Imabari","(1)Busan Hanshin/Setouchi:  Osaka, Kobe, Mizushima, Fukuyama, Hiroshima, Takamatsu, Tokushima, Matsuyama, Imabari"
"1504","17",2021,NA,27,"Osaka, Kobe, Mizushima, Fukuyama, Hiroshima, Takamatsu, Tokushima, Tokuyama, Matsuyama, Imabari","Osaka, Kobe, Mizushima, Fukuyama, Hiroshima, Takamatsu, Tokushima, Tokuyama, Matsuyama, Imabari"
"1505","1",2005,NA,23,"Osaka, Kobe, Moji","(JTK 3): Osaka, Kobe, Moji"
"1506","1",2005,NA,23,"Osaka, Kobe, Moji, Hakata","(CBW): Osaka, Kobe, Moji, Hakata"
"1507","9",2013,NA,27,"Osaka, Kobe, Moji, Hakata,","(JTH): Osaka, Kobe, Moji, Hakata,"
"1508","14",2018,NA,23,"Osaka, Kobe, Moji, Hakata, Tokuyama","(JST): Osaka, Kobe, Moji, Hakata, Tokuyama"
"1509","4",2008,NA,21,"Osaka, Kobe, Nagoya, Hiroshima, Hibiki","Osaka, Kobe, Nagoya, Hiroshima, Hibiki"
"1510","15",2019,NA,23,"Osaka, Kobe, Nagoya, Kawasaki, Tokyo, Yokohama","(NS1): Osaka, Kobe, Nagoya, Kawasaki, Tokyo, Yokohama"
"1511","15",2019,NA,35,"Osaka, Kobe, Nagoya, Tokyo, Yokohama","(NS1): Osaka, Kobe, Nagoya, Tokyo, Yokohama"
"1512","16",2020,NA,21,"Osaka, Kobe, Nagoya, Toyohashi, Yokkaichi","(CJV2): Osaka, Kobe, Nagoya, Toyohashi, Yokkaichi"
"1513","13",2017,NA,21,"Osaka, Kobe, Nagoya, Yokkaichi","Osaka, Kobe, Nagoya, Yokkaichi"
"1514","6",2010,NA,21,"Osaka, Kobe, Nagoya, Yokohama, Tokyo","Osaka, Kobe, Nagoya, Yokohama, Tokyo"
"1515","2",2006,NA,21,"Osaka, Kobe, Naoetsu, Niigata, Toyama Shinko, Shimizu, Himeji, Tokuyama, Yokkaichi","Osaka, Kobe, Naoetsu, Niigata, Toyama Shinko, Shimizu, Himeji, Tokuyama, Yokkaichi"
"1516","14",2018,NA,31,"Osaka, Kobe, Senboku","(VTX1): Osaka, Kobe, Senboku"
"1517","14",2018,NA,23,"Osaka, Kobe, Senboku, Matsuyama, Hakata, Moji, Tokuyama","West Japan: Osaka, Kobe, Senboku, Matsuyama, Hakata, Moji, Tokuyama"
"1518","15",2019,NA,31,"Osaka, Kobe, Shimizu Tokyo","(KTX7): Osaka, Kobe, Shimizu Tokyo"
"1519","15",2019,NA,27,"Osaka, Kobe, Shimizu, Tokyo","(KTX7): Osaka, Kobe, Shimizu, Tokyo"
"1520","7",2011,NA,23,"Osaka, Kobe, Shimizu, Tokyo, Yokohama","(CHS-2): Osaka, Kobe, Shimizu, Tokyo, Yokohama"
"1521","9",2013,NA,21,"Osaka, Kobe, Shimizu, Yokohama, Tokyo","Osaka, Kobe, Shimizu, Yokohama, Tokyo"
"1522","17",2021,NA,28,"Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Iwakuni, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama","Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Iwakuni, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama"
"1523","5",2009,NA,23,"Osaka, Kobe, Tokyo, Yokohama","(KTX 2): Osaka, Kobe, Tokyo, Yokohama"
"1524","13",2017,NA,23,"Osaka, Kobe, Tokyo, Yokohama, Nagoya","(KTX 2): Osaka, Kobe, Tokyo, Yokohama, Nagoya"
"1525","13",2017,NA,21,"Osaka, Kobe, Yokkaichi, Yokohama, Tokyo","Osaka, Kobe, Yokkaichi, Yokohama, Tokyo"
"1526","11",2015,NA,21,"Osaka, Kobe, Yokohama, Tokyo","(JHT): Osaka, Kobe, Yokohama, Tokyo"
"1527","16",2020,NA,23,"Osaka, Mizushima, Fukuyama, Hiroshima, Moji","(JSH): Osaka, Mizushima, Fukuyama, Hiroshima, Moji"
"1528","5",2009,NA,25,"Osaka, Moji , Hakata","(JKM): Osaka, Moji , Hakata"
"1529","4",2008,NA,27,"Osaka, Moji, Hakata","(JKM): Osaka, Moji, Hakata"
"1530","1",2005,NA,21,"Osaka, Nagoya, Kawasaki","Osaka, Nagoya, Kawasaki"
"1531","2",2006,NA,21,"Osaka, Nagoya, Kawasaki, Yokohama","Osaka, Nagoya, Kawasaki, Yokohama"
"1532","10",2014,NA,23,"Osaka, Nagoya, Kobe","(OC5): Osaka, Nagoya, Kobe"
"1533","10",2014,NA,21,"Osaka, Nagoya, Shimizu, Tokyo, Yokohama","Osaka, Nagoya, Shimizu, Tokyo, Yokohama"
"1534","10",2014,NA,25,"Osaka, Nagoya, Shimizu, Tokyo, Yokohama, Omaezaki","(PGS2): Osaka, Nagoya, Shimizu, Tokyo, Yokohama, Omaezaki"
"1535","10",2014,NA,23,"Osaka, Nagoya, Shimizu, Tokyo, Yokohama, Tomakomai","(J5 Service): Osaka, Nagoya, Shimizu, Tokyo, Yokohama, Tomakomai(via Tokyo), Ofunato(via Tokyo), Sendai(via Tokyo)"
"1536","11",2015,NA,21,"Osaka, Nagoya, Tokyo, Yokohama, Kobe and other Japanese ports","Osaka, Nagoya, Tokyo, Yokohama, Kobe and other Japanese ports"
"1537","1",2005,NA,21,"Osaka, Nagoya, Yokohama","Osaka, Nagoya, Yokohama"
"1538","7",2011,NA,21,"Osaka, Nagoya, Yokohama , Hitachinaka","Osaka, Nagoya, Yokohama , Hitachinaka"
"1539","7",2011,NA,21,"Osaka, Nagoya, Yokohama, Hitachinaka","Osaka, Nagoya, Yokohama, Hitachinaka"
"1540","14",2018,NA,27,"Osaka, Nagoya, Yokohama, Tokyo","(JP5): Osaka, Nagoya, Yokohama, Tokyo"
"1541","16",2020,"Venus Seven",21,"Osaka, Shikama","Osaka, Shikama"
"1542","11",2015,NA,23,"Osaka, Shimizu","(PHX): Osaka, Shimizu"
"1543","2",2006,NA,21,"Osaka, Shimizu, Tokyo, Nagoya, Yokkaichi, Kobe","Osaka, Shimizu, Tokyo, Nagoya, Yokkaichi, Kobe"
"1544","7",2011,NA,21,"Osaka, Shimizu, Tokyo, Yokohama, Nagoya, Kobe","Osaka, Shimizu, Tokyo, Yokohama, Nagoya, Kobe"
"1545","1",2005,NA,21,"Osaka, Tokyo","Osaka, Tokyo"
"1546","6",2010,NA,25,"Osaka, Tokyo, Nagoya, Yokkaichi, Kobe","(KTX 3): Osaka, Tokyo, Nagoya, Yokkaichi, Kobe"
"1547","8",2012,NA,23,"Osaka, Tokyo, Yokohama, Kobe","(PH4): Osaka, Tokyo, Yokohama, Kobe"
"1548","1",2005,NA,23,"Osaka, Tokyo, Yokohama, Nagoya","(JTK 2): Osaka, Tokyo, Yokohama, Nagoya"
"1549","11",2015,NA,21,"Osaka, Yokkaichi, Nagoya, Shimizu, Tokyo, Yokohama, Kobe","(JIE): Osaka, Yokkaichi, Nagoya, Shimizu, Tokyo, Yokohama, Kobe"
"1550","11",2015,NA,23,"Osaka, Yokkaichi, Nagoya, Shimizu, Tokyo, Yokohama, Kobe, Tomakomai","(J5 Service): Osaka, Yokkaichi, Nagoya, Shimizu, Tokyo, Yokohama, Kobe, Tomakomai(via Tokyo), Ofunato(via Tokyo), Sendai(via Tokyo)"
"1551","12",2016,NA,23,"Osaka, Yokkaichi, Shimizu","(JASECO-5N Service): Osaka, Yokkaichi, Shimizu"
"1552","9",2013,NA,21,"Osaka, Yokkaichi, Yokohama, Tokyo","Osaka, Yokkaichi, Yokohama, Tokyo"
"1553","1",2005,NA,21,"Osaka, Yokohama","Osaka, Yokohama"
"1554","9",2013,NA,21,"Osaka, Yokohama, Tokyo","Osaka, Yokohama, Tokyo"
"1555","9",2013,NA,25,"Osaka, Yokohama, Tokyo, Kobe, Hakata","(PH4): Osaka, Yokohama, Tokyo, Kobe, Hakata"
"1556","1",2005,"WAN HAI 161",36,"OsakaMon","Osaka（Mon)"
"1557","5",2009,"SINOKOR MASAN",24,"Otake","Otake(Wed)"
"1558","1",2005,"COCOPALM ISLE",25,"Otaru","Otaru(Wed)[0]"
"1559","1",2005,"Coral Islander II",32,"Pago Pago","Pago Pago"
"1560","1",2005,"CAP AGUILAR",35,"Paita","*Paita"
"1561","1",2005,"BARBAROSSA",32,"Palembang","Palembang"
"1562","1",2005,NA,22,"Panama","Panama"
"1563","3",2007,"Rickmers Antwerp",28,"Panama Canal","Panama Canal"
"1564","1",2005,NA,26,"Panjang","Panjang(Thu/Fri)"
"1565","1",2005,"Coral Islander II",33,"Papeete","Papeete"
"1566","5",2009,NA,26,"Papua New Guinea","Papua New Guinea"
"1567","14",2018,"MAERSK WAKAMATSU",27,"Paramaribo","Paramaribo(Fri)"
"1568","1",2005,"CMA CGM JAGUAR",30,"Paranagua","(2)Paranagua"
"1569","1",2005,"BUNGA MAS LIMA",21,"Pasir Gudang","Pasir Gudang(Thu/Fri)[0]"
"1570","9",2013,NA,31,"PAT","PAT(Fri/Sat)"
"1571","10",2014,"SITC BUSAN",44,"PBT1","PBT4 (PBT4): PBT1"
"1572","10",2014,"SITC HONGKONG",21,"PBT2","PBT2"
"1573","10",2014,"HYPERION",21,"PBT3","PBT3"
"1574","10",2014,"SITC BUSAN",21,"PBT4","PBT4"
"1575","3",2007,"MAERSK JACKSON",28,"Pecem","Pecem(Thu)"
"1576","1",2005,NA,22,"Penang","Penang(Sat/Sun)"
"1577","4",2008,"Rickmers Antwerp",33,"Philadelphia","Philadelphia"
"1578","12",2016,NA,24,"Philadelphia, Savannah","Philadelphia, Savannah"
"1579","1",2005,NA,26,"PhilippinesIndonesia","Philippines/Indonesia"
"1580","6",2010,"Pacific Discoverer",21,"Phu My","Phu My"
"1581","5",2009,NA,30,"Phuc Long ICD","Phuc Long ICD(Sat)"
"1582","8",2012,NA,39,"Phuoc Long","Phuoc Long(Sun)"
"1583","6",2010,NA,35,"Phuoc Long ICD","Phuoc Long ICD(Sat)"
"1584","2",2006,"KOTA WAJAR",30,"Pipavav","Pipavav"
"1585","14",2018,"COSCO SHIPPING HIMALAYAS",28,"Piraes","Piraes(Fri/Sat)[26]"
"1586","1",2005,"MSC BARBARA",25,"Piraeus","(3)Piraeus(Wed/Sun)[19]"
"1587","8",2012,NA,22,"Piraeus, Derince","Piraeus, Derince"
"1588","13",2017,NA,22,"Piraeus, Derince, Izmir 3 sailings a month","*Piraeus, Derince, Izmir   *3 sailings a month"
"1589","15",2019,NA,22,"Piraeus, Derince, Izmir, Livorno","Piraeus, Derince, Izmir, Livorno"
"1590","14",2018,NA,22,"Piraeus, Derince, Izmir, Livorno 3 sailings a month","*Piraeus, Derince, Izmir, Livorno   *3 sailings a month"
"1591","15",2019,NA,22,"Piraeus, Livorno","Piraeus, %Livorno"
"1592","13",2017,"MAX PRINCE",27,"PJX1","PJX2 (PJX2): PJX1"
"1593","13",2017,"MAX PRINCE",21,"PJX2","PJX2"
"1594","4",2008,"COSCO ANTWERP",21,"PNN Loop","PNN Loop"
"1595","4",2008,"COSCO ANTWERP",32,"PNS Loop","(PNN): PNS Loop"
"1596","1",2005,"HANJIN AMSTERDAM",21,"PNW","PNW"
"1597","5",2009,"Cape Darnley",21,"Pohang","Pohang"
"1598","1",2005,"Asian Hibiscus",30,"Pohnpei","Pohnpei"
"1599","2",2006,NA,26,"Point Lisas","Point Lisas"
"1600","1",2005,NA,22,"Pointe a Pitre, Fort de France, Cayenne ","#Pointe a Pitre, #Fort de France, #Cayenne (via Shanghai/Singapore)"
"1601","1",2005,"MSC DENISSE",25,"Pointe de Galets","Pointe de Galets"
"1602","2",2006,"DELMAS BAUDIN",35,"Pointe des Galets","**Pointe des Galets"
"1603","1",2005,"CAPTAIN P",27,"Pointe Noire","(3)Pointe Noire"
"1604","3",2007,NA,25,"Port au Prince","Port au Prince"
"1605","3",2007,"ACX JASMINE",28,"Port Bin Qasim","(3)Port Bin Qasim(Tue/Wed)[17]"
"1606","1",2005,"AOTEA",30,"Port Chalmers","Port Chalmers(Sun)[20]"
"1607","1",2005,"MAERSK TACOMA",27,"Port Elizabeth","Port Elizabeth"
"1608","12",2016,NA,22,"Port Elizabeth, Durban, Maputo, Tamatave, Reunion, Port Louis","Port Elizabeth, Durban, Maputo, Tamatave, Reunion, Port Louis"
