"","id","year","ship_name","route_order","port_name","original_port_name"
"1","5",2009,"SAN AMERIGO",37," Hachinohe"," Hachinohe"
"2","6",2010,"SAN AMERIGO",29," Longview","(a)  Longview"
"3","8",2012,NA,37,"&APG ServiceTanjung Pelepas","(2)(NSB Service(via Kaohsiung)&(4)(APG Service(via Taipei)Tanjung Pelepas"
"4","17",2021,"TY Green",21,"1st Liner","1st Liner:"
"5","17",2021,"TY Green",25,"2nd Liner","2nd Liner:"
"6","1",2005,"ADRIAN MAERSK",31,"Aarhus","Aarhus(Sat)[31]"
"7","1",2005,"CAPTAIN P",28,"Abidjan","Abidjan"
"8","1",2005,NA,24,"Abu Dhabi","Abu Dhabi(Wed)[4]"
"9","10",2014,NA,22,"Abu Dhabi, Al Jubail, Dammam, Kuwait","Abu Dhabi, Al Jubail, Dammam, Kuwait"
"10","7",2011,NA,22,"Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Port Sultan Qaboos","Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Port Sultan Qaboos"
"11","11",2015,NA,22,"Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Sohar","Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Sohar"
"12","12",2016,NA,22,"Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Sohar, Umm Qasr","Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Doha, Jebel Ali, Kuwait, Sohar, Umm Qasr"
"13","13",2017,NA,22,"Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Hamad Port, Jebel Ali, Kuwait, Sohar, Umm Qasr","Abu Dhabi, Bahrain, Bandar Abbas, Dammam, Hamad Port, Jebel Ali, Kuwait, Sohar, Umm Qasr"
"14","9",2013,NA,22,"Abu Dhabi, Bahrain, Calcutta, Chennai, Chittagong, Colombo, Dammam, Haldia, Jebel Ali, Karachi, Kuwait, Nhava Sheva, Pipavav, Sharjah, Sohar, Umm Qasr","Abu Dhabi, Bahrain, Calcutta, Chennai, Chittagong, Colombo, Dammam, Haldia, Jebel Ali, Karachi, Kuwait, Nhava Sheva, Pipavav, Sharjah, Sohar, Umm Qasr"
"15","7",2011,NA,22,"Abu Dhabi, Bahrain, Calcutta, Chennai, Chittagong, Colombo, Dammam, Haldia, Jebel Ali, Karachi, Kuwait, Nhava Sheva, Sharjah, Sohar, Umm Qasr","Abu Dhabi, Bahrain, Calcutta, Chennai, Chittagong, Colombo, Dammam, Haldia, Jebel Ali, Karachi, Kuwait, Nhava Sheva, Sharjah, Sohar, Umm Qasr"
"16","18",2022,NA,22,"Abu Dhabi, Bahrain, Dammam, Hamad Port, Jebel Ali, Kuwait, Sohar","Abu Dhabi, Bahrain, Dammam, Hamad Port, Jebel Ali, Kuwait, Sohar"
"17","1",2005,"HAPPY STAR",28,"Aburatsu","Aburatsu(Sat)"
"18","1",2005,"ALBERTA",27,"Acajutla","Acajutla"
"19","1",2005,"ANL EMBLEM",26,"Adelaide","Adelaide(Fri)"
"20","1",2005,"CAPE SPEAR",22,"Aden","Aden(Mon)"
"21","5",2009,NA,22,"Aden, Jeddah, Sokhna, Aqaba, Hodeidah","Aden, Jeddah, Sokhna, Aqaba, Hodeidah"
"22","5",2009,"AXEL MAERSK",21,"AE1","AE-1"
"23","5",2009,"AXEL MAERSK",21,"AE10","AE-10"
"24","4",2008,"CLEMENTINE MAERSK",21,"AE8","AE-8"
"25","4",2008,"EMIRATES ADAM",27,"AFA Service","(GIA): AFA Service"
"26","7",2011,NA,37,"Ajman","Ajman(Mon)"
"27","1",2005,NA,21,"Akita","Akita(Fri/Sat)[-1]"
"28","14",2018,"A VESSEL",29,"Al Jubail","Al Jubail(Tue/Wed)[26]"
"29","1",2005,"AL IHSA'A",26,"Alexandria","Alexandria(Tue/Wed)[18]"
"30","11",2015,NA,22,"Alexandria, Beirut, Barcelona, Djen Djen, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta","Alexandria, Beirut, Barcelona, Djen Djen, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta"
"31","16",2020,NA,22,"Alexandria, Beirut, Barcelona, Djen Djen, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince, Valletta","Alexandria, Beirut, Barcelona, Djen Djen, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince, Valletta"
"32","14",2018,NA,22,"Alexandria, Beirut, Barcelona, Djen Djen, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince,Valletta","Alexandria, Beirut, Barcelona, Djen Djen, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince,Valletta"
"33","10",2014,NA,22,"Alexandria, Beirut, Mersin, Barcelona, Djen Djen, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta","Alexandria, Beirut, Mersin, Barcelona, Djen Djen, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta"
"34","6",2010,NA,22,"Alexandria, Tartous, Derince, Piraeus, Gioia Tauro, Barcelona","Alexandria, Tartous, Derince, Piraeus, Gioia Tauro, Barcelona"
"35","7",2011,NA,22,"Alexandria, Tripoli, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Valletta","Alexandria, Tripoli, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Valletta"
"36","8",2012,NA,22,"Alexandria, Tripoli, Djen Djen, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus","Alexandria, Tripoli, Djen Djen, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus"
"37","9",2013,NA,22,"Alexandria, Tripoli, Djen Djen, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta","Alexandria, Tripoli, Djen Djen, Barcelona, Beirut, Genova, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta"
"38","1",2005,NA,22,"Algeciras","(1)Algeciras"
"39","3",2007,NA,23,"Algeciras, Malaga","(2)Algeciras, (3)Malaga"
"40","14",2018,"SHANGHAI EXPRESS",30,"Aliaga","Aliaga(Tue/Thu)[37]"
"41","15",2019,NA,22,"Altamira","%Altamira"
"42","1",2005,"STAR GEIRANGER",29,"alternating operation of  and ","alternating operation of (a) and (b)"
"43","12",2016,"WESTWOOD COLUMBIA",27,"alternating operation of  and   Tacoma","alternating operation of (a) and (b)  (a) %Tacoma"
"44","4",2008,"MAERSK DAMIETTA",26,"Ambarli","Ambarli(Sat/Mon)[20]"
"45","2",2006,"BUNGA PELANGI",27,"Amsterdam","Amsterdam(Fri/Sat)[28]"
"46","10",2014,"Hoegh Africa",22,"Amsterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Newcastle, Southampton","Amsterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Newcastle, Southampton"
"47","14",2018,"Hoegh Jacksonville",22,"Amsterdam, Rotterdam, Antwerp, Bremerhaven, Le Havre, Dublin, Newcastle, Bristol, Southampton","Amsterdam, Rotterdam, Antwerp, Bremerhaven, Le Havre, Dublin, Newcastle, Bristol, Southampton"
"48","13",2017,"Hoegh Amsterdam",22,"Amsterdam, Rotterdam, Antwerp, Bremerhaven, Le Havre, Dublin, Newcastle, Southampton","Amsterdam, Rotterdam, Antwerp, Bremerhaven, Le Havre, Dublin, Newcastle, Southampton"
"49","16",2020,"Hoegh Jeddah",22,"Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Dublin, Newcastle, Bristol, Southampton","Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Dublin, Newcastle, Bristol, Southampton"
"50","12",2016,"Hoegh America",22,"Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Dublin, Newcastle, Southampton","Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Dublin, Newcastle, Southampton"
"51","18",2022,"Hoegh Jeddah",22,"Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Gothenburg, Newcastle, Bristol, Southampton","Amsterdam, Rotterdam, Antwerp, Zeebrugge, Bremerhaven, Le Havre, Gothenburg, Newcastle, Bristol, Southampton"
"52","1",2005,"CANMAR DYNASTY",27,"Anchorage","Anchorage(Wed)[26]"
"53","1",2005,NA,22,"Anping, Taichung, Hongkong, Singapore, Port Kelang, Laem Chabang, Bangkok, Ho Chi Minh, Haiphong","Anping, Taichung, Hongkong, Singapore, Port Kelang, Laem Chabang, Bangkok, Ho Chi Minh, Haiphong"
"54","1",2005,"CAP AGUILAR",32,"Antofagasta","*Antofagasta"
"55","15",2019,"CAUQUENES",31,"Antofagasta or Puerto Angamos","Antofagasta or Puerto Angamos(Tue/Thu)[42]"
"56","1",2005,"GLASGOW MAERSK",27,"Antwerp","Antwerp(Sun/Mon)"
"57","10",2014,NA,21,"Antwerp, Hamburg, Genova","Antwerp, Hamburg, Genova"
"58","1",2005,"CAPTAIN P",32,"Apapa","Apapa"
"59","1",2005,"Coral Islander II",31,"Apia","Apia"
"60","1",2005,"HATSU PRIDE",25,"Aqaba","Aqaba(Tue/Wed)"
"61","6",2010,NA,22,"Aqaba, Djibouti, Jeddah, Hodeidah, Port Sudan, Sokhna","Aqaba, Djibouti, Jeddah, Hodeidah, Port Sudan, Sokhna"
"62","17",2021,NA,21,"Area ","Area 1:"
"63","16",2020,NA,27,"Area  Moji, Hakata, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi","Area 4: Moji, Hakata, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi"
"64","12",2016,NA,27,"Area  Moji, Hakata, Iwakuni, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi","Area 4: Moji, Hakata, Iwakuni, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi"
"65","14",2018,NA,27,"Area  Moji, Hakata, Iwakuni, Tokuyama, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi","Area 4: Moji, Hakata, Iwakuni, Tokuyama, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi"
"66","15",2019,NA,25,"Area  Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Iwakuni, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama","Area 3: Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Iwakuni, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama"
"67","12",2016,NA,25,"Area  Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama","Area 3: Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama"
"68","16",2020,NA,21,"Area  Tokyo, Yokohama, Shimizu, Nagoya, Toyohashi, Yokkaichi, Sendai, Kashima, Onahama, Hitachinaka","Area 1: Tokyo, Yokohama, Shimizu, Nagoya, Toyohashi, Yokkaichi, Sendai, Kashima, Onahama, Hitachinaka"
"69","16",2020,NA,23,"Area  Tomakomai, Ishikariwan Shinko, Hachinohe, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu","Area 2: Tomakomai, Ishikariwan Shinko, Hachinohe, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu"
"70","12",2016,NA,23,"Area  Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu","Area 2: Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu"
"71","14",2018,NA,23,"Area 2 Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu","[Area 2] Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu"
"72","14",2018,NA,25,"Area 3 Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama","[Area 3] Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama"
"73","14",2018,NA,27,"Area 4 Moji, Hakata, Iwakuni, Tokuyama, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi","[Area 4] Moji, Hakata, Iwakuni, Tokuyama, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi"
"74","1",2005,"Kiowa Princess",33,"Arica","Arica"
"75","2",2006,NA,31,"Arrhus","Arrhus(Sat/Sun)[31]"
"76","6",2010,NA,22,"Aruba, Barranquilla, Bridgetown, Cartagena, Caucedo, Freeport, Georgetown, Kingston, Kingstown, La Guaira, Nassau, Philipsburg, Port of Spain, Puerto Cortes, Puerto Limon, Oranjestad, Rio Haina, Roseau, San Juan, St. Johns, Willemstad","Aruba, Barranquilla, Bridgetown, Cartagena, Caucedo, Freeport, Georgetown, Kingston, Kingstown, La Guaira, Nassau, Philipsburg, Port of Spain, Puerto Cortes, Puerto Limon, Oranjestad, Rio Haina, Roseau, San Juan, St. Johns, Willemstad"
"77","3",2007,"BU YI HE",26,"Ashdod","Ashdod(Wed)[21]"
"78","17",2021,"WESTWOOD COLUMBIA",21,"Atlanta, Chicago, Cleveland, Columbus, Portland Vancouver","Atlanta, Chicago, Cleveland, Columbus, Portland Vancouver"
"79","17",2021,"PRESIDENT CLEVELAND",21,"Atlanta, Chicago, Dallas, Houston, Memphis, Santa Teresa","Atlanta, Chicago, Dallas, Houston, Memphis, Santa Teresa"
"80","18",2022,"WESTWOOD COLUMBIA",21,"Atlanta, Cleveland, Columbus, Portland Vancouver","Atlanta, Cleveland, Columbus, Portland Vancouver"
"81","17",2021,"A VESSEL",21,"Atlanta, Nashville","Atlanta, Nashville"
"82","1",2005,NA,22,"Auckland","(1)Auckland"
"83","18",2022,NA,22,"Auckland, Nelson, Wellington, Napier, Tauranga","Auckland, Nelson, Wellington, Napier, Tauranga"
"84","10",2014,NA,23,"Auckland, Tauranga","(3)Auckland, (4)Tauranga"
"85","7",2011,"Saracen Star",22,"Auckland, Tauranga, Napier, Wellington, Lyttelton","Auckland, Tauranga, Napier, Wellington, Lyttelton"
"86","15",2019,NA,24,"Auckland, Tauranga, Wellington, Napier","Auckland, Tauranga, Wellington, Napier"
"87","17",2021,NA,22,"Auckland, Wellington, Nelson, Bluff, Lyttelton, Napier, Tauranga","Auckland, Wellington, Nelson, Bluff, Lyttelton, Napier, Tauranga"
"88","16",2020,NA,24,"Auckland, Wellington, Nelson, Tauranga","Auckland, Wellington, Nelson, Tauranga"
"89","5",2009,NA,21,"Australia","Australia"
"90","4",2008,"CMA CGM ALCAZAR",28,"Avcilar","Avcilar"
"91","6",2010,"APL GERMANY",23,"Ba Ria Vung Tau","Ba Ria Vung Tau(Tue/Wed)[4]"
"92","1",2005,NA,25,"Bahrain","Bahrain(Thu)[5]"
"93","1",2005,NA,22,"Balboa","(2)Balboa"
"94","12",2016,NA,22,"Balboa, Kingston","Balboa, (3)Kingston"
"95","3",2007,NA,22,"Balboa, Manzanillo de Panama","Balboa, (1)Manzanillo de Panama"
"96","1",2005,NA,22,"Balboa, Manzanillo, Miami","Balboa, (2)Manzanillo(Panama), (3)Miami"
"97","2",2006,NA,24,"Balboa, Manzanillo, Newark","(2)Balboa, (3)Manzanillo(Panama), (5)Newark"
"98","3",2007,NA,22,"Balboa, New York, Manzanillo","(1)Balboa, (2)New York, (3)Manzanillo(via Balboa by Train)"
"99","1",2005,"EVER REACH",25,"Baltimore","Baltimore(Sun/Mon)[25]"
"100","13",2017,NA,21,"Baltimore, Manzanillo, Port Hueneme, Tacoma","Baltimore, Manzanillo(Panama), Port Hueneme, Tacoma"
"101","18",2022,NA,21,"Baltimore, Savannah, Manzanillo de Panama, Port Hueneme, Tacoma","Baltimore, Savannah, Manzanillo de Panama, Port Hueneme, Tacoma"
"102","14",2018,NA,21,"Baltimore, Savannah, Manzanillo, Port Hueneme, Tacoma","Baltimore, Savannah, Manzanillo(Panama), Port Hueneme, Tacoma"
"103","1",2005,"IRAN HORMOZGAN",21,"Bandar Abbas","Bandar Abbas(Fri)"
"104","5",2009,"ELEVENTH OCEAN",30,"Bandar Abbas Monthly for the port marked with","(4)Bandar Abbas  Monthly for the port marked with*"
"105","1",2005,"Iran Amanat",22,"Bandar Abbas, Bandar Khomeini","Bandar Abbas, Bandar Khomeini"
"106","2",2006,"Gant Star",22,"Bandar Abbas, Bandar Khomeini, Jebel Ali, Dubai, Dammam, Shuwaikh","Bandar Abbas, Bandar Khomeini, Jebel Ali, Dubai, Dammam, Shuwaikh"
"107","8",2012,NA,22,"Bandar Abbas, Jebel Ali, Dammam, Jubail","Bandar Abbas, (4)Jebel Ali, (5)Dammam, Jubail"
"108","7",2011,"DECKER",23,"Bandar Assaluyeh","Bandar Assaluyeh"
"109","7",2011,"DECKER",22,"Bandar Khomeini","Bandar Khomeini"
"110","12",2016,"A VESSEL",24,"Bandar Shahid Rajaee","Bandar Shahid Rajaee"
"111","6",2010,"CMA CGM FAUST",30,"Bandar Shahid Rajaie","Bandar Shahid Rajaie(Sun/Tue)[24]"
"112","1",2005,"HU TUO HE",21,"Bangkok","Bangkok"
"113","4",2008,NA,28,"Bangkok BMT","Bangkok BMT(Sun/Mon)"
"114","9",2013,NA,22,"Bangkok BMTP","Bangkok BMTP(Thu/Fri)"
"115","16",2020,"ALS SUMIRE",27,"Bangkok ONE only","Bangkok(Fri/Sun)   *ONE only"
"116","4",2008,NA,23,"Bangkok PAT","Bangkok PAT(Sat/Sun)"
"117","4",2008,NA,27,"Bangkok TPT","Bangkok TPT(Sat/Sun)"
"118","5",2009,"JOSCO STAR",22,"Bangkok, BMT","Bangkok, BMT(Tue/Wed)"
"119","15",2019,NA,22,"Bangkok, Haiphong, Ho Chi Minh City, Laem Chabang","Bangkok, Haiphong, Ho Chi Minh City, Laem Chabang"
"120","1",2005,"Palawan Island",22,"Bangkok, Laem Chabang","Bangkok, Laem Chabang"
"121","1",2005,"Jutha Buddhachart",22,"Bangkok, Laem Chabang, Ho Chi Minh City","Bangkok, Laem Chabang, %Ho Chi Minh City"
"122","1",2005,NA,22,"Bangkok, Laem Chabang, Map Ta Phut","Bangkok, Laem Chabang, Map Ta Phut"
"123","5",2009,"JOSCO STAR",31,"Bangkok, PAT","Bangkok, PAT(Thu/Fri)"
"124","4",2008,"CAROLINE MAERSK",31,"Barcelena","Barcelena(Sun/Mon)[26]"
"125","1",2005,"EVER GROWTH",24,"Barcelona","Barcelona(Fri)"
"126","6",2010,"VALENCIA BRIDGE",22,"Baria Vung Tau","Baria Vung Tau(Tue/Wed)[1]"
"127","1",2005,NA,25,"Barranquilla","Barranquilla"
"128","7",2011,NA,27,"Bata","Bata"
"129","1",2005,"NEW CONFIDENCE",25,"Batangas","Batangas(Mon)[3]"
"130","1",2005,"Industrial Century",24,"Beaumont","%Beaumont"
"131","8",2012,"MAGELLAN STAR",24,"Beihai","Beihai(Wed)"
"132","7",2011,"KOTA HAKIM",23,"Beira","Beira"
"133","1",2005,"CMA CGM ALABAMA",29,"Beirut","Beirut"
"134","18",2022,NA,22,"Beirut, Barcelona, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince, Valletta","Beirut, Barcelona, Livorno, Koper, Larnaca, Limassol, Piraeus, Malta, Derince, Valletta"
"135","1",2005,"ASIAN PEGASUS",28,"Belawan","Belawan(Tue/Thu)[13]"
"136","2",2006,"MSC AMERICA",30,"Belawan Deli","Belawan Deli(Thu/Fri)"
"137","5",2009,NA,23,"Belem","Belem"
"138","1",2005,"BUNGA TERATAI",24,"Bell Bay","Bell Bay(Sun/Mon)"
"139","15",2019,NA,21,"Bell Bay, Bluff","Bell Bay, Bluff"
"140","6",2010,"Pacific Discoverer",27,"Benete Bay","Benete Bay"
"141","7",2011,"CATENA",26,"Bintule","Bintule(Fri)"
"142","1",2005,"SALAM MURNI",24,"Bintulu","Bintulu(Tue/Wed)[6]"
"143","7",2011,NA,23,"Blaboa","(4)Blaboa"
"144","3",2007,"Tasman Challenger",30,"Bluff","%Bluff"
"145","16",2020,NA,22,"Bluff, Port Chalmers, Lyttelton, Napier, Tauranga","Bluff, Port Chalmers, Lyttelton, Napier, Tauranga"
"146","18",2022,NA,22,"Bluff, Port Chalmers, Lyttelton, Tauranga","Bluff, Port Chalmers, Lyttelton, Tauranga"
"147","15",2019,NA,22,"Bluff, Port Chalmers, Lyttleton, Napier, Tauranga","Bluff, Port Chalmers, Lyttleton, Napier, Tauranga"
"148","4",2008,"E.R. AMSTERDAM",29,"Bosperus","Bosperus(Mon/Tue)[27]"
"149","8",2012,"CMA CGM BAUDELAIRE",34,"Bosporus","Bosporus(Wed/Thu)[35]"
"150","1",2005,"DA HE",27,"Boston","Boston(Wed)[32]"
"151","1",2005,"GLASGOW MAERSK",26,"Bremen","Bremen(Fri/Sat)"
"152","1",2005,NA,26,"Bremenhaven","Bremenhaven"
"153","1",2005,"APL AGATE",29,"Bremerhaven","Bremerhaven(Fri/Sun)[29]"
"154","1",2005,NA,21,"Bremerhaven, Amsterdam, Le Havre, Southampton","Bremerhaven, Amsterdam, Le Havre, Southampton"
"155","9",2013,NA,21,"Bremerhaven, Southampton, Antwerp, Newcastle, Amsterdam, Gothenburg, Hamburg, Le Havre","Bremerhaven, Southampton, Antwerp, Newcastle, Amsterdam, Gothenburg, Hamburg, Le Havre"
"156","18",2022,NA,21,"Bremerhaven, Southampton, Antwerp, Newcastle, Amsterdam, Gothenburg, Hamburg, Le Havre, Valencia","Bremerhaven, Southampton, Antwerp, Newcastle, Amsterdam, Gothenburg, Hamburg, Le Havre, Valencia"
"157","4",2008,NA,21,"Bremerhaven, Southampton, Le Havre","Bremerhaven, Southampton, Le Havre"
"158","8",2012,NA,21,"Bremerhaven, Southampton, Le Havre, Mersin, Newcastle, Amsterdam, Gothenburg, Hamburg","Bremerhaven, Southampton, Le Havre, Mersin, Newcastle, Amsterdam, Gothenburg, Hamburg"
"159","1",2005,"BUNGA TERATAI",22,"Brisbane","Brisbane(Mon/Tue)"
"160","6",2010,"Dream Angel",22,"Brisbane, Auckland, Tauranga, Napier, Wellington, Lyttelton","Brisbane, Auckland, Tauranga, Napier, Wellington, Lyttelton"
"161","9",2013,NA,22,"Brisbane, Port Kembla","(1)Brisbane, Port Kembla"
"162","13",2017,NA,22,"Brisbane, Port Kembla Monthly for the port marked with","(1)Brisbane, Port Kembla   Monthly for the port marked with*"
"163","1",2005,NA,24,"Bristol","%Bristol"
"164","17",2021,NA,23,"Bristol, Zeebrugge, Bremerhaven, Amsterdam, Antwerp, Livorno, Le Havre, Southampton","Bristol, Zeebrugge, Bremerhaven, %Amsterdam, %Antwerp, %Livorno, %Le Havre, Southampton"
"165","3",2007,NA,26,"Broome","Broome"
"166","1",2005,NA,25,"Buenaventura","Buenaventura"
"167","17",2021,NA,22,"Buenaventura, Callao, Arica, Iquique, San Antonio","Buenaventura, Callao, Arica, Iquique, San Antonio"
"168","16",2020,NA,22,"Buenaventura, Callao, Iquique, San Antonio","Buenaventura, Callao, Iquique, San Antonio"
"169","2",2006,NA,22,"Buenaventura, Callao, Iquique, San Antonio ","Buenaventura, Callao, Iquique, San Antonio (via Manzanillo)"
"170","1",2005,NA,22,"Buenaventura, Callao, Valparaiso, San Antonio, San Vicente","Buenaventura, Callao, Valparaiso, San Antonio, San Vicente"
"171","3",2007,NA,22,"Buenaventura, Esmeraldas, Callao, Matarani, Iquique, San Antonio","Buenaventura, Esmeraldas, Callao, Matarani, Iquique, San Antonio"
"172","4",2008,"Hoegh Tramper",22,"Buenaventura, Esmeraldas, Matarani, Iquique, San Antonio","Buenaventura, Esmeraldas, Matarani, Iquique, San Antonio"
"173","6",2010,"Hoegh Brasilia",22,"Buenaventura, Esmeraldas, Matarani, Iquique, San Antonio, Callao","Buenaventura, Esmeraldas, Matarani, Iquique, San Antonio, Callao"
"174","2",2006,NA,22,"Buenaventura, Esmeralds, Callao, Matarani, Iquique, San Antonio","Buenaventura, Esmeralds, Callao, Matarani, Iquique, San Antonio"
"175","15",2019,NA,22,"Buenaventura, Manta, Callao, Iquique, San Antonio","Buenaventura, Manta, Callao, Iquique, San Antonio"
"176","1",2005,NA,22,"Buenaventura, San Antonio ","Buenaventura, San Antonio (via Manzanillo)"
"177","1",2005,NA,23,"Buenos Aires","Buenos Aires"
"178","1",2005,NA,22,"Buenos Aires, Montevideo, Rio de Janeiro, Santos, Vitoria, Salvador","Buenos Aires, Montevideo, Rio de Janeiro, Santos, Vitoria, Salvador"
"179","1",2005,"NEW CONFIDENCE",26,"Bugo","Bugo(Wed/Thu)[5]"
"180","1",2005,"ANL GEORGIA",21,"Busan","Busan(Sat)[0]"
"181","6",2010,"Dongjin Yokohama",26,"Busan  Dongjin only","Busan(Sun/Mon)  * Dongjin only"
"182","9",2013,"CONSISTENCE",36,"Busan  Only the CK ship is a port call and service.","Busan(Thu)  * Only the CK ship is a port call and service."
"183","7",2011,"FRISIA ALLER",30,"Busan  Only the HeungA ship is a port call and service.","Busan(Wed)  * Only the Heung-A ship is a port call and service."
"184","6",2010,"Kyowa Cattleya",31,"Busan  Yap","Busan (b) Yap"
"185","15",2019,NA,26,"Busan Area","(1)Busan Area"
"186","18",2022,NA,26,"Busan Area ","(1)Busan Area 3:"
"187","13",2017,NA,24,"Busan Area  Moji, Hakata, Iwakuni, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi","(1)Busan Area 4: Moji, Hakata, Iwakuni, Imari, Yatsushiro, Satsuma Sendai, Miike, Iyomishima, Shibushi"
"188","13",2017,NA,23,"Busan Area  Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama","(1)Busan Area 3: Osaka, Kobe, Tokushima, Takamatsu, Hiroshima, Matsuyama, Imabari, Fukuyama, Mizushima, Kochi, Tokuyama"
"189","13",2017,NA,22,"Busan Area  Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu","(1)Busan Area 2: Tomakomai, Ishikariwan Shinko, Sakaiminato, Maizuru, Tsuruga, Kanazawa, Toyama Shinko, Niigata, Akita, Naoetsu"
"190","17",2021,"CMA CGM FLORIDA",27,"Busan Calling fortnightly.","(2)Busan(Fri/Sat)   *Calling fortnightly."
"191","12",2016,"Sky Beauty",25,"Busan CK Line only.","Busan(Sat)   *CK Line only."
"192","15",2019,"RUN LONG",35,"Busan CK Line vessels only","Busan(Thu)   *CK Line vessels only"
"193","12",2016,"ORA BHUM",35,"Busan CK Line vessels only.","Busan(Thu)   *CK Line vessels only."
"194","4",2008,"SUNNY MAPLE",26,"Busan Discharge Only","Busan(Sat/Sun)  *Discharge Only"
"195","16",2020,"CONMAR MOON",32,"Busan Discharge only, Loading only","Busan(Sat)   *Discharge only, **Loading only"
"196","8",2012,"HEUNG-A TOKYO",27,"Busan Discharge, Loading","(1)Busan(Sat/Sun)  *Discharge, **Loading"
"197","13",2017,"Starlink Hope",28,"Busan Discharging only.","Busan(Sun)   *Discharging only."
